run_time_s,timestamp,config,actual_rpm,avg_response_time_ms,total_cpu,total_mem,tau_ms,is_trigger
60,2026-01-04 08:09:44,64,576.0,56607.08,0.1781737710676021,1692774400.0,4600.0,1
60,2026-01-02 16:17:33,16,542.0,24989.74,0.3830969952699494,2470916096.0,4600.0,1
60,2026-01-04 01:08:33,51,571.0,56987.39,0.1936033049349777,1777971200.0,4600.0,1
60,2026-01-04 08:09:44,64,576.0,56607.08,0.1781737710676021,1692774400.0,4600.0,1
60,2026-01-03 02:20:04,34,618.0,40154.21,0.5628684987572561,1969217536.0,4600.0,1
60,2026-01-04 07:16:00,63,585.0,17778.91,0.1731494775794927,1999872000.0,4600.0,1
60,2026-01-04 01:20:16,52,570.0,20434.21,0.1566394533601615,1786777600.0,4600.0,1
60,2026-01-02 19:52:44,22,548.0,57329.12,0.5694432294522609,2143457280.0,4600.0,1
60,2026-01-02 19:19:58,21,548.0,57402.61,0.5831070151013374,2363113472.0,4600.0,1
60,2026-01-01 23:49:01,3,544.0,55036.8,0.5608435330065669,2657382400.0,4600.0,1
60,2026-01-04 04:54:29,58,599.0,45613.93,0.1725374237307455,1712058368.0,4600.0,1
60,2026-01-03 18:19:08,39,576.0,19065.65,0.1648764909714122,2147287040.0,4600.0,1
60,2026-01-04 08:08:44,64,589.0,45229.35,0.17962541799915,1691922432.0,4600.0,1
60,2026-01-02 00:33:23,5,616.0,10101.76,0.2417067594769448,2486734848.0,4600.0,1
60,2026-01-04 07:48:44,64,587.0,17690.15,0.1990981460300895,1972572160.0,4600.0,1
60,2026-01-02 22:46:56,28,610.0,33669.31,0.6398766527466567,2543452160.0,4600.0,1
60,2026-01-03 02:00:04,34,572.0,20704.39,0.2490305530367485,2463125504.0,4600.0,1
60,2026-01-02 19:31:44,22,547.0,25263.88,0.3742053323816153,3218419712.0,4600.0,1
60,2026-01-02 16:06:52,15,616.0,47435.39,0.5639044042905643,2283462656.0,4600.0,1
60,2026-01-03 21:33:21,45,581.0,18561.05,0.1837989705889493,2060836864.0,4600.0,1
60,2026-01-04 04:22:45,57,549.0,57494.82,0.1890054431698033,1914810368.0,4600.0,1
60,2026-01-02 16:18:33,16,602.0,40066.29,0.6199202501322936,2493333504.0,4600.0,1
